时间,进水流量(m3/h),进水COD(mg/L),进水NH3-N(mg/L),进水TN(mg/L),进水TP(mg/L),曝气池DO(mg/L),SV30(%),MLSS(mg/L),TMP(kPa),出水COD(mg/L),出水NH3-N(mg/L),出水TN(mg/L),出水TP(mg/L),电耗(kWh/h),药耗(kg/h)
2026-07-09 16:00:00,1028.4,345.4,46.4,64.0,5.18,1.81,19.1,3416.0,3.45,14.7,0.45,7.04,0.152,785.5,14.8
2026-07-09 17:00:00,898.5,325.9,34.6,56.0,5.13,1.76,19.3,3372.0,4.81,13.0,0.441,6.46,0.148,780.9,11.2
2026-07-09 18:00:00,1029.6,333.5,36.8,55.6,6.06,2.3,23.6,3388.0,3.0,13.5,0.489,6.16,0.118,861.8,13.2
2026-07-09 19:00:00,1100.0,339.2,31.2,50.1,5.72,1.97,23.9,3397.0,3.0,12.2,0.496,6.93,0.141,761.0,18.8
2026-07-09 20:00:00,959.6,353.2,32.7,47.4,5.12,1.71,22.3,3268.0,3.0,14.7,0.465,7.56,0.131,740.9,12.5
2026-07-09 21:00:00,851.5,415.1,31.3,51.7,4.2,1.81,26.9,3321.0,3.56,14.6,0.511,6.35,0.136,749.1,15.2
2026-07-09 22:00:00,844.1,366.3,31.6,53.4,5.12,1.85,25.8,3444.0,3.0,12.4,0.462,7.41,0.136,756.3,13.0
2026-07-09 23:00:00,814.2,365.2,32.1,52.4,6.15,1.97,26.8,3521.0,3.65,13.3,0.481,6.56,0.132,745.3,13.6
2026-07-10 00:00:00,811.5,320.2,43.3,63.1,6.03,2.02,28.0,3690.0,3.0,13.3,0.52,7.31,0.137,801.2,14.5
2026-07-10 01:00:00,617.4,342.4,34.2,51.7,5.8,1.74,30.7,3825.0,3.11,15.1,0.504,7.38,0.132,730.6,12.3
2026-07-10 02:00:00,775.9,280.6,34.7,56.4,5.43,2.24,32.1,3367.0,4.69,13.9,0.509,8.58,0.16,745.9,13.6
2026-07-10 03:00:00,899.6,371.0,33.9,52.8,4.84,1.77,30.9,3408.0,4.26,14.8,0.462,7.63,0.154,772.4,14.0
2026-07-10 04:00:00,855.2,319.0,37.6,53.9,4.02,1.9,32.4,3558.0,3.7,14.7,0.465,7.75,0.162,761.6,14.8
2026-07-10 05:00:00,730.6,342.2,41.9,59.7,4.9,1.92,30.8,3558.0,4.61,14.7,0.482,7.98,0.157,704.1,15.1
2026-07-10 06:00:00,840.9,619.9,33.4,51.7,4.8,1.97,38.8,3623.0,3.86,15.2,0.469,7.02,0.147,725.5,15.9
2026-07-10 07:00:00,904.1,359.1,37.4,58.9,4.49,2.09,32.1,3685.0,3.5,14.9,0.514,7.08,0.168,730.5,15.1
2026-07-10 08:00:00,852.1,316.8,25.1,44.2,4.45,2.15,33.9,3869.0,6.69,15.6,0.499,7.84,0.152,751.2,13.6
2026-07-10 09:00:00,941.2,306.8,35.4,55.8,4.7,2.01,32.5,3633.0,4.91,15.3,0.512,8.42,0.135,772.5,13.0
2026-07-10 10:00:00,925.4,402.2,39.0,57.0,5.1,1.67,32.4,3676.0,6.49,16.5,0.474,7.47,0.175,795.9,15.3
2026-07-10 11:00:00,872.1,367.1,31.8,51.6,4.81,2.02,30.2,3799.0,4.89,15.3,0.489,6.52,0.122,756.8,13.8
2026-07-10 12:00:00,910.0,306.4,32.8,52.0,9.81,2.05,30.7,3557.0,3.98,14.0,0.473,8.95,0.169,748.8,13.8
2026-07-10 13:00:00,892.2,360.8,39.3,59.5,4.81,1.85,27.8,3941.0,4.72,13.1,0.489,8.31,0.154,746.8,13.9
2026-07-10 14:00:00,979.2,390.3,39.8,60.1,6.0,1.9,26.4,3694.0,4.27,11.9,0.479,6.33,0.141,809.5,13.6
2026-07-10 15:00:00,1100.0,347.8,30.9,49.2,5.86,1.57,23.8,3625.0,6.09,14.3,0.476,5.49,0.143,760.5,17.4
2026-07-10 16:00:00,1057.4,342.9,43.5,64.6,4.34,1.84,22.8,3735.0,6.53,13.9,0.508,7.55,0.137,814.0,14.1
2026-07-10 17:00:00,802.1,381.0,36.2,55.6,5.1,1.82,20.3,3586.0,5.86,12.1,0.492,7.27,0.109,741.5,13.4
2026-07-10 18:00:00,1047.2,354.0,38.6,58.7,4.7,2.17,22.1,3975.0,5.02,13.5,0.478,6.87,0.106,768.6,14.1
2026-07-10 19:00:00,1100.0,353.2,36.7,61.5,4.26,2.23,23.4,3889.0,5.04,13.7,0.49,7.7,0.136,797.8,16.3
2026-07-10 20:00:00,998.1,315.0,34.7,50.3,4.67,2.16,24.5,3703.0,7.28,14.1,0.468,5.05,0.132,739.5,12.7
2026-07-10 21:00:00,954.3,404.1,36.7,57.7,5.15,1.72,23.3,3447.0,7.0,12.7,0.469,7.56,0.127,754.1,15.3
2026-07-10 22:00:00,854.0,304.7,39.6,58.0,5.76,2.12,24.4,3780.0,7.09,12.1,0.486,5.9,0.136,766.5,12.8
2026-07-10 23:00:00,861.0,294.1,53.9,78.1,4.44,1.9,28.0,3882.0,6.72,11.3,0.393,6.23,0.115,713.4,12.3
2026-07-11 00:00:00,708.9,386.1,30.8,50.5,3.65,1.95,27.0,3484.0,5.78,10.9,0.465,5.98,0.109,748.3,13.9
2026-07-11 01:00:00,604.4,261.0,31.5,49.2,5.09,1.97,28.3,3723.0,6.98,12.5,0.431,6.34,0.105,724.7,11.3
2026-07-11 02:00:00,659.4,348.3,35.8,56.9,5.21,1.68,29.5,3701.0,5.93,11.9,0.447,5.92,0.13,804.1,14.4
2026-07-11 03:00:00,915.4,433.0,36.3,54.3,4.71,1.84,33.2,3628.0,7.95,12.6,0.418,5.5,0.114,776.5,14.1
2026-07-11 04:00:00,758.1,307.0,36.0,59.9,4.54,2.26,32.1,3608.0,6.81,8.8,0.454,6.62,0.107,752.1,12.2
2026-07-11 05:00:00,645.6,315.9,40.2,60.9,5.79,2.16,36.9,3592.0,9.22,11.4,0.444,5.3,0.108,743.7,16.1
2026-07-11 06:00:00,943.8,382.0,33.8,52.6,5.64,1.95,34.0,3792.0,8.97,11.3,0.451,6.01,0.094,776.2,13.3
2026-07-11 07:00:00,795.6,424.2,31.9,52.4,4.78,1.96,31.5,3602.0,8.35,11.9,0.451,4.63,0.113,721.9,14.5
2026-07-11 08:00:00,719.8,299.6,26.9,48.4,5.77,1.68,37.6,4194.0,7.84,10.9,0.433,5.22,0.101,757.1,15.8
2026-07-11 09:00:00,838.2,370.3,33.7,53.2,4.17,1.91,32.8,3405.0,8.22,9.4,0.41,5.03,0.094,787.3,14.5
2026-07-11 10:00:00,887.0,308.4,33.0,52.7,4.55,1.83,30.3,3631.0,8.13,8.5,0.405,3.82,0.092,709.6,13.4
2026-07-11 11:00:00,841.5,323.1,30.7,49.5,4.05,2.23,31.0,3538.0,9.04,10.5,0.395,4.32,0.108,746.8,13.2
2026-07-11 12:00:00,892.1,385.8,27.2,46.7,5.12,2.04,31.0,3340.0,7.65,9.9,0.423,4.67,0.072,783.4,15.9
2026-07-11 13:00:00,851.2,695.3,36.6,57.7,5.15,1.94,25.4,3758.0,10.75,11.2,0.41,5.57,0.101,761.2,15.2
2026-07-11 14:00:00,851.7,413.8,39.2,60.3,4.22,1.98,26.1,3618.0,9.96,8.7,0.416,4.33,0.101,752.9,10.9
2026-07-11 15:00:00,982.1,439.1,35.0,56.0,4.19,2.36,28.0,3549.0,10.88,9.6,0.435,3.96,0.087,759.7,16.6
2026-07-11 16:00:00,934.3,433.5,34.7,55.3,4.47,2.11,22.3,3314.0,9.11,9.4,0.415,4.44,0.113,777.0,15.4
2026-07-11 17:00:00,786.5,342.6,41.0,59.4,5.32,1.91,18.3,3334.0,10.64,10.2,0.382,4.21,0.08,792.6,15.0
2026-07-11 18:00:00,848.2,327.7,34.0,52.4,4.5,2.09,20.8,3495.0,8.63,9.6,0.416,4.36,0.081,741.4,15.3
2026-07-11 19:00:00,1034.7,353.5,28.2,49.9,5.33,2.51,25.6,3075.0,11.25,8.5,0.407,3.41,0.068,762.4,17.9
2026-07-11 20:00:00,974.3,306.6,44.9,67.1,5.31,2.16,20.3,3653.0,10.51,9.1,0.421,3.73,0.103,759.0,14.6
2026-07-11 21:00:00,808.0,323.6,27.8,49.4,4.09,1.71,23.2,3556.0,9.92,7.6,0.418,4.72,0.083,755.7,13.0
2026-07-11 22:00:00,758.8,402.2,31.2,47.8,5.49,1.85,22.8,3353.0,9.27,8.6,0.431,4.61,0.079,780.3,15.4
2026-07-11 23:00:00,787.6,309.0,40.0,58.9,5.13,2.03,25.6,3537.0,9.16,7.2,0.423,4.5,0.091,767.5,14.5
2026-07-12 00:00:00,741.6,289.8,41.2,59.1,4.12,2.05,28.1,3197.0,11.17,9.1,0.412,4.82,0.086,736.6,14.8
2026-07-12 01:00:00,507.3,371.0,38.4,60.9,4.5,1.9,30.0,3468.0,10.65,9.6,0.391,5.08,0.112,738.3,13.6
2026-07-12 02:00:00,635.7,398.8,36.9,57.8,5.07,2.12,28.4,3515.0,10.71,13.2,0.418,4.74,0.073,700.5,14.8
2026-07-12 03:00:00,841.8,401.0,35.5,55.6,5.35,1.91,31.8,3399.0,9.08,9.6,0.382,4.45,0.107,726.5,16.2
2026-07-12 04:00:00,781.7,366.9,42.5,58.9,4.54,1.89,33.7,3256.0,10.97,8.8,0.422,4.06,0.078,788.7,14.3
2026-07-12 05:00:00,596.3,368.3,40.4,60.5,4.41,1.7,34.3,3199.0,10.39,7.9,0.432,5.92,0.125,723.8,13.9
2026-07-12 06:00:00,770.7,381.9,60.8,80.0,5.42,1.96,32.1,3116.0,10.55,11.1,0.391,4.66,0.105,756.8,12.8
2026-07-12 07:00:00,889.5,313.8,30.1,51.3,8.29,1.92,36.2,3202.0,9.42,8.4,0.448,4.72,0.098,730.1,13.4
2026-07-12 08:00:00,758.1,368.7,39.3,58.8,3.88,1.85,34.8,3442.0,10.73,10.3,0.425,5.53,0.119,765.1,11.1
2026-07-12 09:00:00,868.0,406.2,32.8,53.1,3.95,1.9,31.3,3210.0,10.37,11.3,0.444,5.23,0.115,733.8,14.9
2026-07-12 10:00:00,775.8,412.5,35.5,52.6,4.95,2.08,31.3,3367.0,10.08,13.8,0.428,4.83,0.142,754.9,15.5
2026-07-12 11:00:00,796.4,605.7,33.6,52.8,4.94,1.87,32.4,3360.0,9.9,12.1,0.455,4.87,0.116,764.1,11.0
2026-07-12 12:00:00,866.7,394.2,24.7,50.8,5.83,2.08,29.1,3215.0,11.45,12.8,0.434,5.88,0.13,759.6,17.2
2026-07-12 13:00:00,868.0,353.8,32.8,53.7,3.47,2.07,24.1,3314.0,10.36,10.9,0.474,6.76,0.138,766.2,13.4
2026-07-12 14:00:00,757.4,357.6,41.8,64.9,4.81,1.88,28.4,3330.0,9.77,11.7,0.436,6.73,0.122,762.4,13.0
2026-07-12 15:00:00,936.8,403.1,38.1,56.4,4.94,1.85,25.0,3528.0,10.24,13.6,0.442,5.75,0.095,802.1,15.8
2026-07-12 16:00:00,910.9,545.0,34.8,55.7,4.81,1.78,21.8,3311.0,9.91,11.9,0.473,7.0,0.109,764.5,14.8
2026-07-12 17:00:00,758.4,318.7,32.9,51.6,5.14,1.88,20.8,3296.0,9.32,13.9,0.465,5.35,0.155,757.4,15.6
2026-07-12 18:00:00,928.7,365.1,33.9,55.3,4.19,2.29,25.8,3604.0,11.4,14.7,0.456,6.57,0.107,760.6,16.3
2026-07-12 19:00:00,1015.2,339.7,38.9,58.3,5.68,1.87,19.9,3720.0,9.01,12.8,0.447,6.81,0.142,780.3,15.5
2026-07-12 20:00:00,921.2,318.1,36.0,55.2,5.19,2.56,22.6,3370.0,9.16,14.4,0.503,7.97,0.146,770.5,15.3
2026-07-12 21:00:00,837.1,386.6,36.5,57.0,5.29,2.01,28.3,3420.0,10.75,12.5,0.461,6.43,0.153,695.0,15.0
2026-07-12 22:00:00,785.4,379.6,32.1,53.3,5.0,2.0,24.8,3360.0,7.9,14.6,0.474,6.06,0.158,747.0,14.3
2026-07-12 23:00:00,754.2,301.2,42.1,62.6,6.02,1.63,23.5,3517.0,9.52,13.8,0.489,7.27,0.15,764.9,11.8
2026-07-13 00:00:00,787.9,344.5,34.5,54.7,4.68,1.92,28.4,3607.0,9.34,14.3,0.483,6.76,0.134,715.9,13.5
2026-07-13 01:00:00,568.4,369.4,38.9,58.1,4.34,1.94,30.2,3756.0,8.07,12.9,0.497,6.56,0.147,719.9,11.3
2026-07-13 02:00:00,710.0,353.4,35.7,57.8,4.7,1.91,30.6,3531.0,9.3,14.9,0.453,7.88,0.15,751.6,13.8
2026-07-13 03:00:00,809.3,367.7,52.8,76.8,4.21,2.28,33.3,3551.0,8.34,16.2,0.481,6.24,0.145,771.8,14.5
2026-07-13 04:00:00,814.1,333.8,29.9,52.4,5.48,2.01,33.9,3594.0,8.55,15.4,0.505,6.92,0.147,766.3,10.4
2026-07-13 05:00:00,699.6,254.4,37.1,54.0,4.83,2.09,38.5,3667.0,7.92,13.7,0.512,8.6,0.154,719.6,11.7
2026-07-13 06:00:00,897.7,363.2,37.1,59.1,5.19,2.29,35.7,3656.0,8.47,16.0,0.463,5.87,0.154,789.3,14.8
2026-07-13 07:00:00,843.8,424.6,34.8,53.3,4.27,1.74,35.5,3640.0,6.74,16.0,0.455,7.46,0.16,753.7,13.7
2026-07-13 08:00:00,797.4,328.6,36.9,54.9,6.14,1.94,31.1,3939.0,8.26,16.3,0.5,7.06,0.155,768.0,13.1
2026-07-13 09:00:00,946.9,359.8,34.2,56.0,5.34,1.88,34.0,3442.0,8.1,14.6,0.495,7.21,0.123,756.8,15.5
2026-07-13 10:00:00,882.2,343.5,31.7,52.4,4.45,1.97,31.1,3702.0,7.87,12.3,0.486,7.43,0.145,805.1,14.4
2026-07-13 11:00:00,942.2,272.5,35.3,55.8,5.34,1.99,30.4,3751.0,6.35,16.6,0.529,8.61,0.13,746.9,14.3
2026-07-13 12:00:00,946.5,530.0,30.7,50.4,5.95,1.55,29.5,3734.0,5.92,18.0,0.511,6.78,0.147,820.9,15.8
2026-07-13 13:00:00,831.4,390.4,38.0,59.1,4.08,2.08,23.6,3560.0,6.49,13.2,0.467,8.19,0.149,751.7,12.9
2026-07-13 14:00:00,897.6,331.6,30.9,51.5,4.79,2.23,27.0,3536.0,8.83,14.0,0.493,6.36,0.14,794.4,15.4
2026-07-13 15:00:00,1100.0,353.2,42.6,58.7,4.09,2.24,24.9,3715.0,6.47,15.0,0.466,6.97,0.141,700.8,15.6
2026-07-13 16:00:00,920.8,295.9,34.0,53.8,4.25,2.21,23.3,3858.0,7.1,11.1,0.488,7.21,0.131,782.8,14.5
2026-07-13 17:00:00,859.4,350.2,39.9,60.1,4.67,2.22,23.7,3822.0,5.97,13.5,0.501,7.16,0.133,739.9,14.8
2026-07-13 18:00:00,1053.0,281.5,35.1,54.6,5.93,2.17,22.8,3727.0,6.22,13.6,0.465,5.93,0.111,779.9,16.2
2026-07-13 19:00:00,1083.9,286.5,33.8,54.1,8.12,2.01,23.3,3829.0,5.22,14.2,0.449,6.65,0.127,838.7,14.7
2026-07-13 20:00:00,1050.0,355.1,28.3,48.1,5.42,1.73,21.1,3616.0,7.13,14.3,0.462,6.15,0.134,747.4,14.3
2026-07-13 21:00:00,908.5,408.6,31.1,52.3,4.74,2.14,26.4,3892.0,4.92,12.4,0.454,7.52,0.144,762.7,13.3
2026-07-13 22:00:00,859.2,352.5,31.7,53.6,3.83,1.98,23.3,3653.0,5.66,13.1,0.449,5.09,0.112,790.6,12.8
2026-07-13 23:00:00,716.2,334.0,36.6,56.8,4.7,2.25,25.0,3818.0,5.69,13.9,0.46,5.3,0.121,744.8,11.4
2026-07-14 00:00:00,817.2,313.7,37.5,57.4,5.14,1.68,26.2,3468.0,4.23,9.0,0.484,6.5,0.137,789.6,12.0
2026-07-14 01:00:00,593.2,282.6,35.3,55.2,7.38,1.93,30.8,3947.0,3.79,10.0,0.44,5.36,0.09,741.0,13.0
2026-07-14 02:00:00,734.6,330.5,27.4,48.4,4.19,1.89,28.5,3464.0,4.61,13.2,0.479,6.36,0.113,768.9,11.0
2026-07-14 03:00:00,915.5,363.4,35.4,53.5,4.44,1.63,33.2,3554.0,5.07,13.0,0.448,5.8,0.122,729.9,13.4
2026-07-14 04:00:00,835.8,348.5,32.8,51.8,4.22,2.1,32.3,3714.0,4.68,11.1,0.442,5.6,0.138,771.3,12.0
2026-07-14 05:00:00,692.3,386.5,36.5,58.5,8.22,1.52,35.3,3715.0,4.12,11.0,0.417,6.74,0.112,742.6,12.9
2026-07-14 06:00:00,852.6,354.8,31.1,52.4,9.95,1.75,32.5,3786.0,6.35,12.2,0.407,5.47,0.089,741.5,16.0
2026-07-14 07:00:00,891.9,303.9,34.3,49.0,4.55,1.8,37.1,3645.0,5.66,8.2,0.441,5.1,0.109,752.8,16.5
2026-07-14 08:00:00,738.6,466.2,31.7,52.4,4.9,1.62,32.2,3795.0,4.89,11.3,0.439,4.72,0.099,750.9,12.0
2026-07-14 09:00:00,861.9,313.1,35.3,53.5,4.53,2.48,30.3,3574.0,3.0,8.5,0.44,5.82,0.1,718.6,12.8
2026-07-14 10:00:00,824.3,362.4,33.4,53.6,3.8,1.6,29.6,3537.0,4.75,9.2,0.393,4.06,0.112,747.7,16.1
2026-07-14 11:00:00,792.4,322.6,38.2,58.1,5.63,1.96,26.1,3597.0,3.0,7.9,0.445,5.52,0.093,789.2,15.5
2026-07-14 12:00:00,948.5,323.6,29.7,48.4,5.37,1.87,28.9,3270.0,4.4,10.0,0.404,5.08,0.084,813.9,17.4
2026-07-14 13:00:00,881.4,353.1,42.0,63.7,5.54,1.88,26.6,3763.0,3.66,7.7,0.4,5.1,0.078,741.4,13.0
2026-07-14 14:00:00,852.9,319.5,35.6,56.8,4.73,2.07,27.5,3628.0,3.13,8.1,0.42,6.17,0.106,788.9,13.6
2026-07-14 15:00:00,1074.1,422.2,37.6,56.9,4.62,1.76,25.2,3567.0,3.53,7.6,0.406,3.62,0.098,830.3,15.2
2026-07-14 16:00:00,951.7,310.9,32.8,49.8,5.21,2.02,21.8,3302.0,3.91,9.2,0.406,4.58,0.104,774.9,15.4
2026-07-14 17:00:00,816.3,388.2,21.8,45.4,5.6,1.93,22.7,3690.0,3.68,11.0,0.4,4.18,0.089,772.4,14.1
2026-07-14 18:00:00,948.2,388.9,42.3,63.8,5.32,2.1,22.0,3169.0,4.49,11.3,0.425,3.94,0.076,751.2,13.1
2026-07-14 19:00:00,1100.0,358.6,32.8,55.0,5.45,2.19,21.5,3551.0,3.0,8.9,0.432,5.21,0.102,842.8,18.1
2026-07-14 20:00:00,869.3,319.8,44.4,68.7,4.55,1.82,25.6,3513.0,5.13,9.3,0.383,6.1,0.076,743.1,13.5
2026-07-14 21:00:00,883.6,393.9,31.6,50.2,4.3,1.72,23.5,3304.0,3.62,8.1,0.425,4.75,0.093,768.5,12.5
2026-07-14 22:00:00,930.9,417.4,36.2,56.9,5.15,1.87,22.8,3474.0,3.64,9.0,0.437,4.21,0.128,753.1,14.1
2026-07-14 23:00:00,783.0,337.3,28.5,49.3,4.69,2.03,26.7,3163.0,3.3,10.3,0.351,3.66,0.095,774.4,15.5
2026-07-15 00:00:00,824.9,385.8,38.2,58.8,5.34,2.13,25.9,3416.0,3.0,10.0,0.436,5.03,0.093,745.8,12.5
2026-07-15 01:00:00,564.7,392.4,39.2,58.3,4.42,1.85,29.7,3366.0,3.14,10.6,0.399,5.38,0.094,651.5,12.2
2026-07-15 02:00:00,713.6,405.4,32.8,52.8,5.1,2.0,31.9,3161.0,4.97,9.5,0.416,4.65,0.09,705.5,10.1
2026-07-15 03:00:00,973.8,347.1,30.9,48.7,4.8,2.18,28.7,3181.0,3.47,8.8,0.413,4.74,0.096,714.9,15.2
2026-07-15 04:00:00,801.4,329.4,30.4,48.6,4.86,2.07,33.6,3274.0,4.37,10.8,0.403,6.31,0.103,814.0,10.9
2026-07-15 05:00:00,681.8,647.6,31.2,48.7,7.3,1.77,30.2,3425.0,6.05,10.7,0.418,5.8,0.092,749.9,11.6
2026-07-15 06:00:00,781.9,329.7,31.5,52.7,3.63,2.19,31.5,3285.0,3.0,9.9,0.405,6.19,0.07,762.2,13.6
2026-07-15 07:00:00,938.8,308.3,33.4,52.9,3.76,1.63,35.3,3364.0,4.64,10.8,0.402,4.77,0.095,749.0,13.3
2026-07-15 08:00:00,807.7,282.5,32.9,64.5,4.94,2.17,31.7,3108.0,4.03,10.8,0.414,5.76,0.086,776.7,13.1
2026-07-15 09:00:00,814.4,393.6,36.5,56.5,4.81,1.86,32.7,3555.0,4.82,11.7,0.424,5.2,0.106,705.4,14.3
2026-07-15 10:00:00,834.5,303.6,36.2,57.3,5.9,1.78,33.6,3453.0,3.38,12.4,0.426,6.15,0.108,788.4,11.6
2026-07-15 11:00:00,811.1,346.4,35.3,53.4,5.75,2.21,27.4,3313.0,4.97,10.2,0.398,5.33,0.119,738.3,12.4
2026-07-15 12:00:00,931.9,372.2,43.1,63.0,4.76,1.97,28.6,3220.0,5.17,9.7,0.446,5.72,0.111,770.2,16.2
2026-07-15 13:00:00,869.2,392.4,29.2,52.8,5.26,1.94,26.3,3422.0,4.26,10.8,0.46,5.13,0.121,763.6,14.2
2026-07-15 14:00:00,795.1,321.9,43.2,63.2,4.29,1.9,23.9,3135.0,4.84,13.0,0.435,6.28,0.118,712.2,15.4
2026-07-15 15:00:00,1060.2,307.3,35.3,54.1,5.63,2.45,24.1,3268.0,6.75,12.2,0.478,6.46,0.122,785.1,12.5
2026-07-15 16:00:00,914.9,365.9,29.8,48.7,5.81,2.2,26.0,3457.0,5.54,12.1,0.466,6.68,0.127,764.2,15.5
2026-07-15 17:00:00,776.2,366.8,31.2,48.4,5.67,1.87,21.9,3303.0,6.07,14.1,0.474,6.29,0.111,709.6,16.3
2026-07-15 18:00:00,1060.2,404.4,33.2,56.2,5.3,2.05,24.1,3277.0,5.83,13.4,0.488,6.78,0.143,736.8,13.5
2026-07-15 19:00:00,1100.0,380.9,41.6,61.7,4.57,2.27,21.2,3446.0,5.86,12.0,0.458,7.71,0.117,824.6,15.7
2026-07-15 20:00:00,939.4,290.7,37.9,57.0,4.8,2.1,20.7,3391.0,7.05,14.2,0.463,7.02,0.148,760.8,14.6
2026-07-15 21:00:00,893.0,393.0,36.0,53.8,5.56,2.19,21.8,3328.0,5.4,13.9,0.5,7.31,0.144,756.4,12.9
2026-07-15 22:00:00,886.7,352.4,44.8,64.5,5.25,2.25,24.6,3582.0,7.31,13.1,0.48,8.24,0.158,716.2,13.3
2026-07-15 23:00:00,831.9,324.8,27.6,51.1,4.84,2.02,25.8,3423.0,5.82,14.6,0.449,7.67,0.131,751.2,15.3
2026-07-16 00:00:00,775.0,398.4,32.4,54.2,4.79,2.05,26.9,3766.0,6.18,15.2,0.481,6.18,0.159,756.5,15.3
2026-07-16 01:00:00,511.3,324.3,41.7,65.4,5.54,1.58,27.2,3675.0,7.43,16.2,0.459,8.37,0.15,750.8,12.1
2026-07-16 02:00:00,705.6,386.8,34.2,48.5,5.02,2.11,33.4,3828.0,7.52,15.9,0.475,7.25,0.144,719.7,14.8
2026-07-16 03:00:00,904.7,383.5,54.0,72.3,4.78,1.72,29.7,3133.0,8.83,15.0,0.49,7.77,0.167,707.5,14.3
2026-07-16 04:00:00,833.9,381.7,43.9,65.2,5.45,1.95,30.0,3633.0,8.54,13.0,0.475,8.13,0.158,755.2,10.8
2026-07-16 05:00:00,783.2,423.7,38.9,59.3,4.81,2.15,34.6,3694.0,7.45,15.1,0.505,7.6,0.162,676.4,12.9
2026-07-16 06:00:00,871.8,305.5,37.4,58.5,3.75,1.95,34.1,3563.0,8.25,16.2,0.474,7.28,0.161,753.5,16.2
2026-07-16 07:00:00,785.6,323.4,34.4,53.5,4.46,1.86,34.7,3446.0,9.41,15.2,0.467,7.57,0.131,719.2,14.5
2026-07-16 08:00:00,775.5,379.2,39.4,62.3,6.19,1.77,32.0,3585.0,8.15,14.7,0.484,8.38,0.154,748.4,14.0
2026-07-16 09:00:00,873.6,329.3,39.4,58.6,4.08,2.03,32.0,3669.0,8.7,14.6,0.46,8.74,0.159,758.5,13.7
2026-07-16 10:00:00,849.6,356.6,37.5,59.9,6.25,2.07,30.0,3813.0,8.47,14.4,0.495,6.82,0.144,758.9,13.7
2026-07-16 11:00:00,725.1,387.3,34.0,53.9,4.99,2.09,28.1,3783.0,8.21,14.9,0.498,7.86,0.133,735.5,11.8
2026-07-16 12:00:00,978.8,333.1,30.4,52.3,4.49,2.16,24.9,3707.0,7.95,13.7,0.462,5.96,0.15,744.6,14.3
2026-07-16 13:00:00,851.6,272.4,31.3,56.1,4.87,2.0,25.3,3511.0,9.46,12.9,0.463,7.53,0.129,776.1,10.4
2026-07-16 14:00:00,791.0,329.3,39.3,62.0,6.08,1.94,26.5,3581.0,9.21,13.0,0.485,7.92,0.133,777.2,13.1
2026-07-16 15:00:00,1004.9,280.7,37.2,56.9,5.02,2.27,23.6,3465.0,10.11,14.9,0.515,6.47,0.119,833.9,13.7
2026-07-16 16:00:00,920.5,292.1,32.8,52.2,5.16,2.16,24.2,3776.0,9.93,13.6,0.475,6.7,0.131,746.1,14.8
2026-07-16 17:00:00,796.3,306.8,35.9,57.3,4.21,1.81,22.7,3839.0,9.45,12.7,0.482,8.33,0.115,746.1,14.1
2026-07-16 18:00:00,1022.9,379.4,31.7,49.6,5.29,1.77,23.4,3579.0,9.75,14.4,0.453,7.66,0.149,750.7,15.4
2026-07-16 19:00:00,1100.0,292.2,37.2,55.1,4.7,2.39,23.5,3696.0,10.58,12.4,0.494,6.21,0.147,765.5,15.5
2026-07-16 20:00:00,910.7,328.0,41.0,62.8,5.73,1.84,21.7,3536.0,8.96,13.0,0.471,5.78,0.121,755.5,13.3
2026-07-16 21:00:00,791.6,379.5,37.5,56.8,5.6,1.86,24.6,3585.0,9.39,12.2,0.498,7.38,0.153,739.8,14.0
2026-07-16 22:00:00,821.2,296.8,32.1,56.3,4.72,2.17,23.9,3557.0,11.19,11.6,0.476,6.27,0.112,738.3,14.6
2026-07-16 23:00:00,821.7,357.2,35.1,50.3,5.32,2.09,28.0,3761.0,9.47,13.6,0.447,6.48,0.092,728.4,12.3
2026-07-17 00:00:00,804.4,389.7,39.4,59.3,5.28,2.03,27.0,3916.0,9.54,11.6,0.449,4.78,0.116,750.7,13.6
2026-07-17 01:00:00,568.2,342.1,30.6,49.6,5.08,1.62,28.6,3833.0,10.36,12.8,0.434,6.35,0.13,705.6,9.6
2026-07-17 02:00:00,613.6,306.2,40.0,57.2,5.0,2.2,33.0,3434.0,10.16,10.4,0.442,4.51,0.126,758.9,13.0
2026-07-17 03:00:00,809.9,315.6,39.1,59.3,4.19,1.84,32.6,3465.0,9.41,9.8,0.456,5.55,0.125,740.4,13.7
2026-07-17 04:00:00,771.7,334.7,27.4,46.7,4.94,2.1,32.7,3522.0,10.19,12.4,0.408,6.48,0.116,793.4,14.8
2026-07-17 05:00:00,629.0,301.1,34.8,57.6,4.45,1.92,34.6,3775.0,8.49,12.3,0.44,6.04,0.101,757.1,13.7
2026-07-17 06:00:00,852.0,294.5,36.0,56.3,5.78,1.85,33.9,3319.0,9.19,9.3,0.438,6.02,0.121,755.2,14.5
2026-07-17 07:00:00,870.2,323.3,35.7,55.0,6.52,2.21,34.6,3398.0,10.22,8.9,0.429,5.83,0.132,734.8,15.0
2026-07-17 08:00:00,731.6,333.6,37.8,57.9,5.66,1.49,31.6,3789.0,11.71,9.6,0.415,6.12,0.07,729.3,12.2
2026-07-17 09:00:00,903.9,338.1,35.9,58.3,5.31,2.63,33.7,3670.0,9.91,10.4,0.405,4.66,0.092,718.2,16.0
